,iso3,year,sector_GMatrix,g_primaryagr,g_otherprim,g_energy,g_procfoods,g_bevtobacco,g_textiles,g_clothing,g_leather,g_lumber,g_paperpub,g_chemicals,g_nonmetmin,g_metals,g_fabmetals,g_transpequip,g_machinery,g_othermanuf,g_water,g_construction,g_distribution,g_transport,g_communcation,g_finance,g_insurance,g_obsict,g_oconsumer,g_oservices,sector_HMatrix,h_primaryagr,h_otherprim,h_energy,h_procfoods,h_bevtobacco,h_textiles,h_clothing,h_leather,h_lumber,h_paperpub,h_chemicals,h_nonmetmin,h_metals,h_fabmetals,h_transpequip,h_machinery,h_othermanuf,h_water,h_construction,h_distribution,h_transport,h_communcation,h_finance,h_insurance,h_obsict,h_oconsumer,h_oservices,DomVAshare,GXshare,DXshare,VXsharefwd,VXsharebwd
9593,tha,2007,lumber,7.9016,1.2453,0.8448,14.8755,1.5976,1.5272,2.6012,1.2086,1730.06,0.6329,12.1862,2.453,1.724,15.4717,38.1563,55.7791,13.2012,0.0523,47.0035,22.3689,10.6178,0.2875,0.2011,0.8326,5.6968,5.8306,9.4355,lumber,2.245,0.4576,0.5428,9.6862,0.2074,1.3377,1.0,0.5705,1067.36,0.4389,11.0595,2.104,1.7121,9.4898,20.6123,53.4483,8.2163,0.0049,1.1081,2.547,7.0751,0.060762,0.0404,0.2382,4.8727,1.5484,0.2606,0.379707,0.014382,0.017796,0.011461,0.018337
9594,tha,2007,paperpub,11.2836,2.9614,17.2455,73.1677,28.0728,13.3313,37.9914,11.9929,20.1209,811.59,76.1429,11.6955,12.5883,11.1923,84.7697,145.16,33.8893,1.4168,56.8583,124.634,64.1626,6.9466,11.2478,9.5648,176.35,28.9268,201.123,paperpub,3.2059,1.0883,11.0797,47.6433,3.6437,11.6769,14.6049,5.6613,12.4136,562.789,69.1027,10.0316,12.5019,6.865,45.7932,139.094,21.0922,0.1317,1.3404,14.1914,42.7547,1.4681,2.2611,2.7358,150.839,7.6819,5.5555,0.335542,0.008475,0.009267,0.011451,0.008909
9595,tha,2007,chemicals,124.513,12.1152,13.4794,243.198,46.045,262.936,229.421,99.3728,71.7019,22.876,10556.7,33.0132,20.3721,63.3683,691.847,724.102,138.936,1.6155,176.328,219.949,165.678,3.8957,2.2027,4.8688,47.1124,69.7922,235.899,chemicals,35.3769,4.4524,8.6601,158.359,5.9765,230.305,88.1953,46.9088,44.2365,15.8632,9580.58,28.3165,20.2323,38.8678,373.741,693.845,86.472,0.1502,4.1569,25.0443,110.4,0.823322,0.4428,1.3926,40.2971,18.5343,6.5162,0.344539,0.129503,0.145402,0.110675,0.135139
9596,tha,2007,nonmetmin,3.7021,1.5671,2.0022,16.2679,53.1138,2.0583,3.93,1.6414,8.2564,1.0042,15.3807,1024.28,4.9516,6.8077,69.2036,305.09,19.4501,0.3358,1623.95,29.9067,9.9139,0.8025,0.3773,0.9721,7.1259,13.098,9.5915,nonmetmin,1.0519,0.5759,1.2863,10.5929,6.894,1.8029,1.5108,0.7748,5.0938,0.6964,13.9585,878.564,4.9176,4.1756,37.3843,292.342,12.1055,0.0312,38.2844,3.4053,6.6061,0.169599,0.0758,0.278,6.095,3.4783,0.2649,0.355936,0.012717,0.014751,0.012638,0.014735
9597,tha,2007,metals,5.368,2.676,1.9414,14.8723,4.9747,1.9227,2.7991,2.0372,3.2833,0.8132,9.8093,2.7853,1792.6,164.713,292.559,364.994,12.3674,0.1095,153.367,10.4255,21.8593,0.867,0.2086,0.638,6.9237,15.5729,5.4085,metals,1.5252,0.9834,1.2473,9.6841,0.6457,1.6841,1.0761,0.9617,2.0257,0.5639,8.9023,2.389,1780.3,101.029,158.042,349.743,7.6973,0.0102,3.6156,1.1871,14.5659,0.183224,0.0419,0.1825,5.9221,4.1356,0.1494,0.261985,0.028642,0.024453,0.023319,0.025472
9598,tha,2007,fabmetals,42.0861,12.152,4.5744,90.6108,39.2557,6.2171,6.6228,11.5538,20.8801,2.7782,36.9183,4.7462,4.6408,1747.15,107.773,291.983,13.4428,0.2679,151.615,35.8428,18.975,1.5209,0.3452,0.9657,9.7148,17.825,19.8647,fabmetals,11.9576,4.4659,2.9389,59.0014,5.0952,5.4456,2.546,5.4539,12.882,1.9265,33.5048,4.0709,4.6089,1071.64,58.2201,279.783,8.3666,0.0249,3.5743,4.0812,12.644,0.321435,0.0694,0.2762,8.3095,4.7337,0.5487,0.362123,0.016296,0.019231,0.015238,0.015089
9599,tha,2007,transpequip,17.1864,31.8794,7.4927,69.4992,12.4464,4.9832,12.0785,5.8931,14.5898,3.4079,34.0436,10.3248,7.7642,5.5994,7857.67,94.3343,18.5112,0.3914,116.508,68.2857,481.611,3.6159,0.9163,5.3989,11.5876,12.0104,37.752,transpequip,4.883,11.7158,4.8139,45.2545,1.6155,4.3648,4.6433,2.7818,9.0012,2.3632,30.8959,8.856,7.7109,3.4345,4244.77,90.3925,11.5211,0.0364,2.7467,7.7753,320.921,0.764184,0.1842,1.5442,9.9113,3.1895,1.0428,0.251121,0.086164,0.070512,0.045881,0.072184
9600,tha,2007,machinery,32.0531,19.33,36.3964,135.778,24.1566,33.5485,38.2633,14.0365,26.5616,16.3467,107.37,20.7499,29.2729,18.7622,991.676,18991.9,42.0531,1.4826,333.094,117.964,132.767,20.9135,3.573,10.7213,64.0337,99.791,47.6258,machinery,9.107,7.1039,23.3836,88.4121,3.1354,29.3851,14.7094,6.6259,16.3872,11.3355,97.4422,17.7979,29.0719,11.5081,535.711,18198.3,26.1733,0.1378,7.8526,13.4319,88.4691,4.41987,0.7183,3.0666,54.7706,26.5009,1.3155,0.261553,0.328761,0.280216,0.183314,0.273273
9601,tha,2007,othermanuf,3.284,1.0381,6.0029,14.5499,2.8977,11.2022,110.466,80.6495,8.0363,1.8758,28.4896,3.0323,4.5202,2.7776,51.1476,53.6004,2721.52,2.0156,22.5649,32.1184,21.1801,1.765,0.7898,4.415,29.2662,35.1976,67.8825,othermanuf,0.9331,0.3815,3.8567,9.4742,0.3761,9.812,42.4658,38.0705,4.958,1.3008,25.8554,2.6009,4.4891,1.7037,27.6303,51.3607,1693.83,0.1874,0.532,3.6571,14.1133,0.373014,0.1588,1.2628,25.0326,9.3472,1.8751,0.315632,0.027874,0.02867,0.018739,0.02681
9602,tha,2007,water,2.3123,0.6699,5.4149,29.5221,7.1347,11.1746,11.872,3.2553,4.783,5.0765,31.0432,4.261,4.6661,3.2462,21.8745,61.6065,7.9609,412.088,17.2257,35.8409,17.0409,2.691,0.26,1.6047,11.1074,8.5545,15.4,water,0.657,0.2462,3.4789,19.2234,0.9261,9.7878,4.5639,1.5367,2.9509,3.5203,28.173,3.6548,4.6341,1.9911,11.8168,59.0323,4.9547,38.3125,0.4061,4.081,11.3552,0.568719,0.0523,0.459,9.5006,2.2718,0.4254,0.673007,0.000312,0.000683,0.002168,0.000456
9603,tha,2007,construction,1.609,1.1149,2.3822,6.7721,1.0514,2.1147,2.7578,1.0758,1.3764,0.917,8.3771,1.8554,1.9372,0.9028,9.5096,22.7186,2.2541,0.1303,5368.42,12.6791,5.0313,0.6893,0.5216,1.3577,3.9977,3.2285,15.5669,construction,0.4571,0.4097,1.5305,4.4097,0.1365,1.8523,1.0602,0.5078,0.8492,0.6359,7.6025,1.5915,1.9239,0.5538,5.1371,21.7693,1.4029,0.0121,126.56,1.4437,3.3526,0.145684,0.1049,0.3883,3.4194,0.8574,0.43,0.255481,0.002764,0.002301,0.001788,0.003138
9604,tha,2007,distribution,465.981,97.6456,119.719,2009.74,282.331,307.723,826.615,396.839,521.582,230.072,1676.42,123.216,187.284,236.52,1892.29,5213.69,735.475,7.7313,2063.21,31555.8,958.53,33.3222,26.914,50.7315,336.577,307.878,858.464,distribution,132.396,35.8853,76.9157,1308.65,36.6455,269.534,317.772,187.327,321.79,159.541,1521.42,105.687,185.998,145.073,1022.23,4995.84,457.75,0.7188,48.64,3593.08,638.716,7.04235,5.4105,14.5106,287.888,81.7611,23.713,0.722565,0.026198,0.061687,0.151592,0.040902
9605,tha,2007,transport,46.0777,22.7662,23.0033,231.734,40.1862,27.2395,59.0202,25.8615,46.0788,18.8071,158.031,29.3972,29.5404,25.0625,157.439,399.738,55.6111,1.138,682.987,306.504,6367.33,17.1565,3.9342,19.165,46.7296,50.7916,81.3662,transport,13.0917,8.3667,14.7789,150.894,5.216,23.8591,22.6889,12.2079,28.4283,13.0416,143.419,25.215,29.3376,15.3724,85.0497,383.035,34.6116,0.1058,16.1014,34.8999,4242.86,3.62588,0.7909,5.4817,39.9697,13.4884,2.2475,0.278153,0.076939,0.06974,0.050919,0.07999
9606,tha,2007,communcation,43.3634,10.5898,49.5384,171.459,30.1986,38.4191,78.4648,24.2658,31.3499,22.6489,179.074,29.612,32.0748,30.7002,266.67,441.644,100.426,3.5808,169.641,573.842,228.02,1315.67,24.9951,51.1365,181.182,176.982,142.398,communcation,12.3205,3.8918,31.8269,111.646,3.9197,33.6513,30.1639,11.4547,19.3413,15.7056,162.517,25.3992,31.8546,18.8304,144.057,423.19,62.5038,0.3329,3.9993,65.3401,151.941,278.055,5.0248,14.6264,154.973,46.9999,3.9334,0.622639,0.002041,0.004141,0.017714,0.003226
9607,tha,2007,finance,190.702,40.5788,179.361,620.067,92.3452,132.932,233.948,68.9249,123.937,44.0787,516.243,80.1139,136.38,83.9137,476.917,724.76,155.915,41.495,544.875,1398.7,549.052,92.7399,524.342,41.8518,247.22,97.8127,243.813,finance,54.1827,14.9129,115.234,403.758,11.9861,116.435,89.9355,32.5359,76.4629,30.5659,468.511,68.7165,135.444,51.4696,257.634,694.476,97.0391,3.8579,12.8454,159.262,365.86,19.5997,105.409,11.9707,211.457,25.9755,6.7347,0.687104,0.000765,0.001714,0.034548,0.001221
9608,tha,2007,insurance,6.7615,4.6235,18.5321,50.3181,9.0257,19.5909,28.2162,7.6416,11.2061,4.9651,57.376,5.8012,11.7297,13.0226,60.839,118.506,13.8605,0.3611,48.5855,54.0706,80.8132,1.6375,1.2654,1699.02,12.0224,14.5701,14.9873,insurance,1.9211,1.6992,11.9063,32.7647,1.1715,17.1597,10.847,3.6072,6.9136,3.443,52.071,4.9759,11.6492,7.9876,32.8657,113.554,8.6266,0.0336,1.1454,6.1567,53.8498,0.346075,0.2544,485.965,10.2833,3.8693,0.414,0.800357,0.003384,0.008827,0.008399,0.005476
9609,tha,2007,obsict,32.1701,11.8898,146.477,197.507,83.0944,51.8747,95.5297,23.4263,37.8712,32.5229,222.598,39.2998,30.0205,29.2339,210.949,361.908,71.1544,3.894,283.717,314.923,360.24,32.8082,11.8788,33.7516,2402.65,62.0252,108.178,obsict,9.1403,4.3696,94.1067,128.607,10.7854,45.437,36.7241,11.0584,23.3647,22.5527,202.017,33.7088,29.8144,17.931,113.956,346.786,44.2856,0.362,6.6886,35.8585,240.045,6.93372,2.388,9.6539,2055.08,16.4716,2.9882,0.446266,0.024596,0.035769,0.033683,0.035536
9610,tha,2007,oconsumer,22.4517,7.0283,62.5302,120.712,38.5153,42.5507,66.1822,16.705,19.0151,11.9957,99.8255,17.7137,18.7717,15.4929,174.18,209.57,36.1115,3.1449,120.947,262.997,149.743,26.0509,8.1327,15.5551,499.174,1432.68,82.2343,oconsumer,6.379,2.583,40.1738,78.6019,4.9992,37.2701,25.4421,7.8856,11.7313,8.3183,90.5956,15.1936,18.6428,9.5028,94.0933,200.813,22.4753,0.2924,2.8513,29.946,99.7815,5.50562,1.6349,4.4492,426.963,380.468,2.2715,0.344089,0.00545,0.006111,0.01545,0.007016
9611,tha,2007,oservices,8.0231,3.1482,25.8595,41.0005,15.4319,10.4384,22.6334,4.8402,6.591,7.6369,66.033,12.9072,13.9093,7.6414,60.7533,125.053,16.3834,4.457,68.7508,70.783,68.9556,8.4758,3.2889,32.0972,59.142,33.42,26510.6,oservices,2.2796,1.157,16.6139,26.6975,2.003,9.1429,8.7009,2.2848,4.0663,5.2957,59.9276,11.071,13.8138,4.687,32.8194,119.828,10.1968,0.4144,1.6208,8.0597,45.9485,1.79127,0.6612,9.1807,50.5865,8.8751,732.292,0.835048,0.004884,0.01329,0.011288,0.007701
9828,ven,2007,primaryagr,2694.92,13.7595,31.2471,4951.47,171.999,14.9396,20.001,36.9057,1.378,6.3385,22.4531,0.944,9.0255,3.194,35.4831,9.7598,12.1412,1.4717,69.0479,757.687,26.2754,2.9923,0.2837,1.0541,9.3209,13.2564,260.636,primaryagr,74.1852,6.4074,30.055,65.3283,6.3119,1.1277,0.1958,1.0684,0.1614,0.0943,7.1387,0.4042,9.1154,0.524,2.9984,0.7674,0.2076,0.0083,0.0232,4.8922,3.9631,0.138429,0.0275,0.0334,0.4281,0.2471,1.4158,0.555531,0.001965,0.00189,0.004038,0.001885
9829,ven,2007,otherprim,5.9116,962.492,31.8812,144.081,17.5942,0.9501,2.2055,2.593,51.2228,3.3646,14.3294,19.9095,65.5251,6.62,16.8926,12.2103,67.1962,1.6812,513.907,62.2369,5.8366,1.2751,0.2983,0.4514,3.5638,4.0435,30.6109,otherprim,0.1627,448.204,30.6649,1.901,0.6457,0.0717,0.0216,0.0751,5.9997,0.05,4.5558,8.5244,66.1773,1.0861,1.4275,0.9601,1.1491,0.0095,0.1725,0.4018,0.8803,0.058988,0.0289,0.0143,0.1637,0.0754,0.1663,0.617172,0.012362,0.01321,0.010661,0.01191
9830,ven,2007,energy,86.7679,82.6843,42101.1,502.548,112.163,29.1619,62.6692,77.2159,20.4516,70.0344,642.221,22.6554,1280.06,142.236,283.263,200.471,219.319,67.902,1341.7,1232.79,1328.55,62.1884,8.4175,20.2389,97.6091,160.644,758.798,energy,2.3885,38.5036,40494.8,6.6305,4.1161,2.2013,0.6136,2.2354,2.3955,1.0415,204.186,9.7001,1292.8,23.3361,23.9363,15.7637,3.7506,0.3831,0.4504,7.9598,200.387,2.87697,0.815,0.6414,4.4832,2.9944,4.1217,0.619988,0.826097,0.8868,0.787133,0.845845
9831,ven,2007,procfoods,218.1,18.4023,33.6729,7006.52,121.756,3.4006,13.4054,47.7922,1.6668,7.3103,22.4211,1.0853,9.8303,3.4224,37.2207,10.297,9.2455,1.5859,73.3396,792.67,27.5413,3.4571,0.3051,1.1508,10.3401,16.1505,294.99,procfoods,6.0038,8.5694,32.3882,92.4421,4.4681,0.2567,0.1313,1.3836,0.1952,0.1087,7.1285,0.4647,9.9281,0.5615,3.1452,0.8097,0.1581,0.0089,0.0246,5.1181,4.1541,0.159933,0.0295,0.0365,0.4749,0.301,1.6024,0.291295,0.004408,0.002223,0.003346,0.004006
9832,ven,2007,bevtobacco,4.3232,1.2365,11.3264,22.4258,1187.36,0.7993,2.9093,2.6387,0.3274,1.5307,5.6562,0.2798,3.3386,1.2796,15.2826,4.1623,2.9423,0.5548,25.8843,339.585,9.4121,0.9411,0.1013,0.3942,3.5124,5.9183,20.2247,bevtobacco,0.119,0.5758,10.8942,0.2959,43.5733,0.0603,0.0285,0.0764,0.0384,0.0228,1.7983,0.1198,3.3718,0.2099,1.2914,0.3273,0.0503,0.0031,0.0087,2.1926,1.4196,0.043536,0.0098,0.0125,0.1613,0.1103,0.1099,0.365834,0.001987,0.001259,0.001244,0.001714
9833,ven,2007,textiles,1.0809,2.1322,6.414,8.3547,1.9754,369.944,273.114,50.2257,0.4219,3.947,7.8548,0.4647,2.4885,1.0484,7.0609,5.4771,69.1714,0.2888,14.4013,41.0904,4.353,0.7604,0.1329,0.2701,2.775,5.5281,39.6397,textiles,0.0298,0.9929,6.1693,0.1102,0.0725,27.926,2.6742,1.454,0.0494,0.0587,2.4973,0.199,2.5133,0.172,0.5967,0.4307,1.1829,0.0016,0.0048,0.2653,0.6566,0.035178,0.0129,0.0086,0.1275,0.103,0.2153,0.362434,0.001089,0.000683,0.000902,0.000842
9834,ven,2007,clothing,1.1341,0.6224,13.5151,11.3324,3.3294,0.6363,1339.85,23.6887,0.2695,1.3029,3.1969,0.3192,1.7393,1.0822,5.5008,3.5882,7.6024,0.3207,11.6197,46.1275,6.6979,1.8803,0.2197,0.2019,3.5593,12.7898,80.991,clothing,0.0312,0.2898,12.9995,0.1495,0.1222,0.048,13.119,0.6858,0.0316,0.0194,1.0164,0.1367,1.7566,0.1776,0.4648,0.2822,0.13,0.0018,0.0039,0.2978,1.0103,0.086988,0.0213,0.0064,0.1635,0.2384,0.4399,0.444197,0.000503,0.000387,0.000627,0.000413
9835,ven,2007,leather,0.3283,0.1974,1.8621,3.3543,0.5091,0.2118,3.0796,918.177,0.1064,0.4927,2.1876,0.1096,0.6413,0.3944,3.1644,2.392,2.9853,0.0872,3.8501,10.9421,1.0874,0.3646,0.0195,0.0499,1.0661,0.5422,9.1579,leather,0.009,0.0919,1.7911,0.0443,0.0187,0.016,0.0302,26.5808,0.0125,0.0073,0.6955,0.0469,0.6477,0.0647,0.2674,0.1881,0.0511,0.0005,0.0013,0.0707,0.164,0.016868,0.0019,0.0016,0.049,0.0101,0.0497,0.356292,0.001088,0.000671,0.000575,0.000905
9836,ven,2007,lumber,0.6013,0.4659,5.9195,5.2583,7.6238,0.7428,1.7101,1.4426,169.89,5.3337,6.1435,0.8055,2.3094,0.8181,4.6682,3.8778,84.2802,0.3686,137.874,11.0964,1.9217,0.4612,0.138,0.2586,1.2054,3.4177,12.1063,lumber,0.0166,0.2169,5.6937,0.0694,0.2798,0.0561,0.0167,0.0418,19.8991,0.0793,1.9532,0.3449,2.3324,0.1342,0.3945,0.3049,1.4413,0.0021,0.0463,0.0716,0.2899,0.021338,0.0134,0.0082,0.0554,0.0637,0.0658,0.358204,0.00073,0.000453,0.00063,0.000682
9837,ven,2007,paperpub,17.4381,5.7266,75.8902,266.553,41.6943,19.8537,51.813,40.7019,1.9909,1096.07,81.8801,7.4912,14.122,6.4654,49.1684,36.0045,64.0412,3.6119,139.705,449.316,45.951,17.1044,3.7073,2.9256,38.1506,28.4706,272.565,paperpub,0.48,2.6667,72.9948,3.5168,1.5301,1.4987,0.5073,1.1783,0.2332,16.2998,26.0327,3.2074,14.2626,1.0607,4.1548,2.8312,1.0952,0.0204,0.0469,2.9011,6.9308,0.791288,0.3589,0.0927,1.7523,0.5307,1.4806,0.489294,0.000494,0.000419,0.003131,0.000424
9838,ven,2007,chemicals,115.834,28.1706,118.989,535.925,98.4229,40.7266,49.1193,105.375,6.34,59.0512,2937.62,8.6884,44.0168,27.1185,154.184,88.7133,113.908,23.6431,517.807,586.873,73.6311,8.4429,1.2128,3.028,51.0023,66.4141,313.164,chemicals,3.1887,13.1182,114.449,7.0708,3.6119,3.0743,0.4809,3.0506,0.7426,0.8782,933.978,3.72,44.4549,4.4492,13.0288,6.9758,1.9479,0.1334,0.1738,3.7893,11.1058,0.390589,0.1174,0.096,2.3425,1.238,1.7011,0.407005,0.034945,0.024626,0.021917,0.028115
9839,ven,2007,nonmetmin,4.4475,3.3469,98.0424,76.1513,80.0561,0.7293,1.8165,2.5802,0.4458,1.7683,19.0328,161.603,21.1274,7.052,42.089,20.8488,13.618,3.8635,1182.22,74.8362,10.6468,2.5605,0.5641,0.6831,7.7181,6.2813,67.7706,nonmetmin,0.1224,1.5586,94.3018,1.0047,2.9379,0.0551,0.0178,0.0747,0.0522,0.0263,6.0512,69.1915,21.3376,1.157,3.5566,1.6394,0.2329,0.0218,0.3968,0.4832,1.6059,0.118454,0.0546,0.0216,0.3545,0.1171,0.3681,0.456187,0.002422,0.001913,0.003844,0.002236
9840,ven,2007,metals,2.9467,7.1568,52.8896,18.7873,10.0392,1.4763,2.3332,2.8374,0.9493,2.7709,9.2769,1.0367,847.583,59.4132,54.1954,66.2637,46.9846,6.2732,423.961,30.8097,6.8686,1.415,0.2596,0.3902,4.2469,3.4787,30.6433,metals,0.0811,3.3327,50.8717,0.2479,0.3684,0.1114,0.0228,0.0821,0.1112,0.0412,2.9495,0.4439,856.019,9.7477,4.5796,5.2105,0.8035,0.0354,0.1423,0.1989,1.036,0.065463,0.0251,0.0124,0.1951,0.0648,0.1665,0.209313,0.057843,0.020963,0.017413,0.054541
9841,ven,2007,fabmetals,15.5873,7.5419,42.6859,89.1101,66.2118,1.4372,3.4435,12.9366,2.9839,4.1067,20.7251,2.5927,5.6026,464.9,24.2148,27.7087,13.5038,3.7421,995.17,96.9714,13.6604,4.3139,0.5225,0.6932,8.9991,11.4692,111.341,fabmetals,0.4291,3.5121,41.0573,1.1757,2.4298,0.1085,0.0337,0.3745,0.3495,0.0611,6.5893,1.1101,5.6584,76.2739,2.0462,2.1788,0.2309,0.0211,0.334,0.6261,2.0604,0.199571,0.0506,0.022,0.4133,0.2138,0.6048,0.433565,0.00299,0.002245,0.002754,0.002776
9842,ven,2007,transpequip,1.5728,1.7522,11.2801,11.0279,6.0865,0.4459,1.2643,1.252,0.7958,1.2304,3.0019,0.3409,7.0715,1.2086,1618.3,2.3293,3.728,1.4782,16.9678,53.1826,31.8292,0.664,0.1055,0.2609,4.7765,1.0388,11.0964,transpequip,0.0433,0.816,10.8497,0.1455,0.2234,0.0337,0.0124,0.0362,0.0932,0.0183,0.9544,0.1459,7.1419,0.1983,136.749,0.1832,0.0638,0.0083,0.0057,0.3434,4.8008,0.030717,0.0102,0.0083,0.2194,0.0194,0.0603,0.202973,0.01162,0.004084,0.003033,0.006002
9843,ven,2007,machinery,4.3874,10.1637,104.988,40.1614,8.4488,3.5348,5.5091,8.5073,2.4066,3.5605,13.6239,1.8184,9.3648,4.9057,34.2924,1280.99,8.3068,1.808,394.474,62.1413,11.8091,2.6625,0.3237,0.5739,12.2511,6.8788,69.1036,machinery,0.1208,4.733,100.983,0.5299,0.31,0.2668,0.0539,0.2463,0.2819,0.0529,4.3315,0.7786,9.458,0.8049,2.8978,100.728,0.1421,0.0102,0.1324,0.4012,1.7812,0.123172,0.0313,0.0182,0.5627,0.1282,0.3754,0.407826,0.004155,0.002934,0.00428,0.003329
9844,ven,2007,othermanuf,1.9593,1.6641,20.4494,17.6188,4.05,7.7209,19.2621,5.0115,0.3473,29.6047,10.1086,2.0385,27.5848,3.5755,42.4964,8.3992,1261.36,0.6709,46.4068,35.1879,12.0821,1.8831,0.9962,2.7165,4.9006,6.747,70.8369,othermanuf,0.0539,0.7749,19.6692,0.2325,0.1486,0.5828,0.1886,0.1451,0.0407,0.4403,3.2139,0.8728,27.8593,0.5866,3.591,0.6605,21.5704,0.0038,0.0156,0.2272,1.8224,0.087115,0.0965,0.0861,0.2251,0.1258,0.3848,0.442317,0.000843,0.000646,0.001556,0.000753
9845,ven,2007,water,2.3812,1.3173,11.1829,14.9447,3.587,0.9399,2.5648,2.1844,0.2218,1.2046,6.6297,0.4316,2.8468,0.7314,3.5372,1.9688,1.903,212.888,24.5858,36.2436,5.3811,1.2334,0.1425,0.2718,3.4276,6.784,21.6893,water,0.0655,0.6134,10.7563,0.1972,0.1316,0.071,0.0251,0.0632,0.026,0.0179,2.1078,0.1848,2.8752,0.12,0.2989,0.1548,0.0325,1.201,0.0083,0.234,0.8116,0.057059,0.0138,0.0086,0.1574,0.1265,0.1178,0.353252,5.9e-05,3.6e-05,0.000381,5.8e-05
9846,ven,2007,construction,9.6399,10.9244,368.875,44.0716,8.4125,1.5817,5.623,4.9732,1.1692,3.8069,18.5623,1.1541,19.7522,3.5076,20.8986,8.3436,7.0769,23.1799,14652.8,245.511,55.9153,22.8019,5.8829,5.3896,31.1802,45.3517,262.474,construction,0.2654,5.0872,354.801,0.5815,0.3087,0.1194,0.0551,0.144,0.1369,0.0566,5.9016,0.4941,19.9489,0.5755,1.766,0.6561,0.121,0.1308,4.9185,1.5852,8.4337,1.05487,0.5696,0.1708,1.4321,0.8454,1.4257,0.506957,0.000167,0.000147,0.007649,0.000153
9847,ven,2007,distribution,185.99,49.1319,463.717,861.216,144.314,32.195,109.057,104.007,12.9661,58.3603,218.061,10.8053,140.804,51.56,664.67,161.375,109.108,21.6159,1094.65,15220.3,373.75,32.6851,3.7601,15.6828,94.5956,62.2425,676.652,distribution,5.1199,22.8793,446.025,11.3626,5.296,2.4303,1.0678,3.011,1.5187,0.8679,69.3296,4.6264,142.206,8.4592,56.1659,12.6895,1.8659,0.122,0.3674,98.2737,56.373,1.51208,0.364,0.497,4.3448,1.1602,3.6755,0.500409,0.003179,0.002755,0.017871,0.002955
9848,ven,2007,transport,55.7489,25.5322,478.438,384.695,61.1618,16.2117,50.632,61.4513,11.6258,38.0709,115.049,7.6552,84.9924,28.1839,253.324,61.6847,62.0123,7.9966,581.488,548.444,3627.05,13.9827,5.2132,10.5457,37.8791,22.7712,224.647,transport,1.5346,11.8896,460.185,5.0756,2.2445,1.2238,0.4958,1.779,1.3617,0.5662,36.5784,3.2777,85.8384,4.624,21.4064,4.8505,1.0605,0.0451,0.1952,3.5412,547.07,0.646872,0.5047,0.3342,1.7398,0.4245,1.2203,0.491931,0.018506,0.015763,0.022296,0.017868
9849,ven,2007,communcation,23.0963,12.0254,176.383,151.711,31.6141,7.2422,30.9739,22.972,3.3069,19.1706,59.1781,3.3592,23.3503,11.4746,62.6865,37.8615,25.0841,6.0759,162.173,753.275,96.086,2655.48,7.6283,26.9034,60.3587,48.9841,296.725,communcation,0.6358,5.5999,169.654,2.0016,1.1602,0.5467,0.3033,0.665,0.3873,0.2851,18.8149,1.4383,23.5827,1.8826,5.2971,2.9772,0.429,0.0343,0.0544,4.8637,14.4927,122.848,0.7386,0.8526,2.7723,0.9131,1.6118,0.724044,0.002739,0.003433,0.007152,0.002795
9850,ven,2007,finance,68.6135,24.445,1475.14,341.227,59.6501,11.1506,38.1599,36.0972,4.9622,36.1513,125.356,8.695,75.0402,20.3801,94.0614,54.9409,41.6785,12.8756,505.067,412.43,115.299,97.4527,172.01,9.5925,88.6103,40.6256,618.748,finance,1.8888,11.3833,1418.86,4.5021,2.189,0.8417,0.3736,1.045,0.5812,0.5376,39.8554,3.7228,75.7872,3.3437,7.9484,4.3202,0.7127,0.0726,0.1695,2.6629,17.3906,4.50838,16.6536,0.304,4.0699,0.7573,3.361,0.636977,0.000442,0.000487,0.030253,0.000446
9851,ven,2007,insurance,8.1993,2.5678,32.0872,45.5068,9.9742,3.4708,7.115,7.3229,0.899,6.0083,15.76,1.2198,5.5652,2.7402,11.8457,9.3912,7.2021,1.0097,32.2903,65.1058,22.5729,4.696,0.5323,390.639,9.9748,4.0941,61.5961,insurance,0.2257,1.1957,30.863,0.6004,0.366,0.262,0.0697,0.212,0.1053,0.0894,5.0107,0.5223,5.6206,0.4496,1.001,0.7385,0.1232,0.0057,0.0108,0.4204,3.4047,0.217248,0.0515,12.3799,0.4581,0.0763,0.3346,0.443217,0.000357,0.000274,0.001205,0.000343
9852,ven,2007,obsict,137.833,90.9909,1448.03,673.008,212.316,25.9562,123.845,91.4626,14.2788,62.6023,318.088,13.6667,186.571,51.5094,234.789,141.656,100.541,140.682,1394.82,2355.81,418.112,261.804,31.4893,83.8876,3039.2,274.428,1462.26,obsict,3.7942,42.3718,1392.78,8.8795,7.7915,1.9594,1.2126,2.6478,1.6725,0.931,101.132,5.8515,188.428,8.4509,19.8401,11.1389,1.7193,0.7937,0.4682,15.2108,63.0641,12.1116,3.0487,2.6585,139.59,5.1154,7.9429,0.674652,0.003256,0.003804,0.03811,0.003173
